Title,Society,Area_marla,Price_clean,Price_per_marla,Price_per_marla_formatted,Bedrooms,Bathrooms,Date_Posted_clean
32 Marla House For Sale In Tech Society Block C,TECH Society - Block C,32.0,155000000.0,4843750.0,48.44 Lakh,5,5,2025-07-28
Grey Structure 42 Marla House For Sale In Canal View Canal View,Canal View,42.0,120000000.0,2857142.8571428573,28.57 Lakh,6,6,2025-07-28
"2 Kanal House For (Office, School, Etc) Available For Rent",Johar Town Phase 2 - Block G3,40.0,180000000.0,4500000.0,45.00 Lakh,8,6,2025-07-28
"Brand New 5 Marla Double Story House for Sale in Platinum Block, Park View City Lahore",Park View City - Platinum Block,5.0,17000000.0,3400000.0,34.00 Lakh,4,4,
"ULTRA LUXURY FULLY AUTOMATED MODERN HOUSE WITH DOUBLE HIGHT LOBBY AVAILABLE WITHIN WALKING DISTANCE FROM MOSQUE, PARK AND MARKET IN PHASE 1 BAHRIA ORCHARD LAHORE",Bahria Orchard Phase 1,10.0,42500000.0,4250000.0,42.50 Lakh,5,6,
10 Marla Beautiful House For Sale In Bahria Town Lahore At Talha Block,Bahria Town - Sector F,10.0,40000000.0,4000000.0,40.00 Lakh,4,5,
Stunning And Affordable House Available For Sale In Iqbal Park,Iqbal Park,2.0,13500000.0,6750000.0,67.50 Lakh,3,3,
Beautiful 5 Marla House For Sale In Palm City Lahore,Palm City,5.0,20500000.0,4100000.0,41.00 Lakh,3,4,
10 Marla House In PARAGON CITY Is Available For sale,Paragon City,10.0,47500000.0,4750000.0,47.50 Lakh,4,5,
5 Marla House In Paragon City For Sale,Paragon City - Orchard Block,5.0,23000000.0,4600000.0,46.00 Lakh,3,5,
10 MARLA LAVISH PARK FACING HOUSE AVAILABLE WITH IN WALKING DISTANCE FROM McDonald's AND RAINBOW STORE AT HOTTEST LOCATION OF CC BLOCK SECTOR D BAHRIA TOWN LAHORE,Bahria Town - Sector D,10.0,49500000.0,4950000.0,49.50 Lakh,5,6,
EIGHT MARLA LAVISH HOUSE WITH FIVE BEDS AVAILABLE NEAR PARK MOSQUE AND MARKET IN PHASE 2 BAHRIA ORCHARD LAHORE,Bahria Orchard Phase 2,8.0,21000000.0,2625000.0,26.25 Lakh,5,6,
Brand New House Available For Sale In E Block In A Very Low Budget,Al-Kabir Phase 2 - Block E,3.0,10300000.0,3433333.3333333335,34.33 Lakh,4,4,
8 Marla House For Sale in Phase 2 Bahria Orchard Lahore.,Bahria Orchard Phase 2,8.0,14500000.0,1812500.0,18.12 Lakh,2,3,
Brand New 12 Marla House For Sale In Gulbahar Block Sector C Bahria Town Lahore,Bahria Town - Gulbahar Block,12.0,70000000.0,5833333.333333333,58.33 Lakh,5,7,
5 Marla House For Sale In Formanites Housing Scheme Lahore,Formanites Housing Scheme,5.0,22500000.0,4500000.0,45.00 Lakh,3,3,
Beautiful HOUSE FOR SALE,Marghzar Officers Colony - Block P,3.0,12000000.0,4000000.0,40.00 Lakh,3,4,2025-07-27
HOUSE FOR SALE,Marghzar Officers Colony,4.0,15000000.0,3750000.0,37.50 Lakh,6,6,2025-07-27
5 Marla Facing Park Single Storey House For Sale In N Block,Khayaban-e-Amin - Block N,5.0,8000000.0,1600000.0,16.00 Lakh,2,1,
Brand New 3 Marla House For Sale In Habib Homes,Habib Homes,3.0,16000000.0,5333333.333333333,53.33 Lakh,3,3,2025-07-26
2 KANAL SPANISH DESIGN LUXURY BUNGALOW,DHA Phase 7,40.0,150000000.0,3750000.0,37.50 Lakh,5,6,2025-07-29
7.5 Marla House For Sale In Johar Town Phase 1,Johar Town Phase 1 - Block F2,7.5,28000000.0,3733333.3333333335,37.33 Lakh,4,4,2025-07-28
28 Marla Fully Furnished Corner Solid Owner Build House,DHA Phase 6 - Block C,28.0,125000000.0,4464285.714285715,44.64 Lakh,5,6,2025-07-24
5 Marla House For Sale In Alpha Society Main Canal Road Lahore,Alpha Society,5.0,32500000.0,6500000.0,65.00 Lakh,4,4,2025-07-28
22 Marla House In Central Johar Town Phase 1 - Block E1 For Sale,Johar Town Phase 1 - Block E1,22.0,85000000.0,3863636.3636363638,38.64 Lakh,5,6,2025-07-27
5 MARLA MOST BEAUTIFUL HOUSE FOR SALE IN BB BLOCK BAHRIA TOWN LAHORE,Bahria Town - Block BB,5.0,19500000.0,3900000.0,39.00 Lakh,3,4,2025-07-26
A BEAUTIFUL 5 MARLA HOUSE FOR SALE IN GULBAHAR BLOCK BAHRIA TOWN LAHORE,Bahria Town - Gulbahar Block,5.0,21000000.0,4200000.0,42.00 Lakh,3,4,2025-07-24
A BEUTYFULL HOUSE FOR SALL IN CAVLARY GROUND LAHORE,Cavalry Ground,5.0,22000000.0,4400000.0,44.00 Lakh,3,4,2025-07-28
Get In Touch Now To Buy A Corner 7 Marla House In Faisal Town - Block B,Faisal Town - Block B,7.0,32000000.0,4571428.571428572,45.71 Lakh,3,4,2025-07-26
Brand New 2 Kanal House Available In Model Town - Block A For sale,Model Town - Block A,40.0,350000000.0,8750000.0,87.50 Lakh,6,6,2025-07-26
8 Marla Corner Luxury House For Sale In Haider Blok,Bismillah Housing Scheme,8.0,35000000.0,4375000.0,43.75 Lakh,6,6,
4 Marla luxury house for sale,Al-Ahmad Garden Housing Scheme,4.0,15000000.0,3750000.0,37.50 Lakh,3,4,
2 Marla Brand New Triple Story House For Sale,Thokar Niaz Baig,2.0,6500000.0,3250000.0,32.50 Lakh,4,4,
1 Kanal Elegant & Designer House For Sale At Beautiful Location Of Lahore,Bedian Road,20.0,55000000.0,2750000.0,27.50 Lakh,5,7,
10 Marla Modern Design House For Sale At beautiful Location Of Lahore,Bankers Avenue Cooperative Housing Society,9.0,32500000.0,3611111.111111111,36.11 Lakh,5,6,
5 Marla Facing Park House Available For Sale At Beautiful Location Of Lahore,Bankers Avenue Cooperative Housing Society,5.0,22500000.0,4500000.0,45.00 Lakh,3,4,
5 Marla Beautiful House Hot Location Available For Sale,Bankers Avenue Cooperative Housing Society,5.0,18000000.0,3600000.0,36.00 Lakh,3,4,
Stunning-Bungalow-With-Modern-Amenities!,DHA Phase 7,40.0,275000000.0,6875000.0,68.75 Lakh,6,7,
DHA RAHBA BARND NEW HOUSE  BLOCK G,DHA 11 Rahbar Phase 2 - Block G,5.0,21000000.0,4200000.0,42.00 Lakh,3,4,
Beautiful Double Story House In Al Hafeez Garden Ph. 4,Al Rehman Garden Phase 4,10.0,29000000.0,2900000.0,29.00 Lakh,5,6,2025-07-27
Khayban E Amin 6 Marla House For Sale,Khayaban-e-Amin - Block A,6.0,20000000.0,3333333.3333333335,33.33 Lakh,3,4,
2 Marla Brand New Uncompleted House For Sale,Canal Point Housing Scheme,2.0,6800000.0,3400000.0,34.00 Lakh,2,2,2025-07-25
DHA 9 TOWN DHA DEFENCE LAHORE,DHA 9 Town - Block B,5.0,23000000.0,4600000.0,46.00 Lakh,3,3,
Ultra Modern 2 Kanal Luxurious House Available For Sale In DHA Phase 6 Lahore,DHA Phase 6 - Block M,40.0,295000000.0,7375000.0,73.75 Lakh,5,6,2025-07-29
10 Marla Owner Builders Spanish House For Sale,Punjab Coop Housing Society,10.0,45000000.0,4500000.0,45.00 Lakh,4,5,2025-07-24
5 MARLA VIP House for sale in Platinum Block Park View City Lahore,Park View City - Platinum Block,5.0,17000000.0,3400000.0,34.00 Lakh,4,4,2025-07-29
Prime Location 5 Marla House For Sale In Jubilee Town - Block F,Jubilee Town - Block F,5.0,21000000.0,4200000.0,42.00 Lakh,5,6,2025-07-24
"Near Raya Ultra Modern Designer Bungalow For Sale At Reason Able Price, Phase 7",DHA Phase 7,20.0,67500000.0,3375000.0,33.75 Lakh,5,6,2025-07-29
4 Beds 10 Marla Double Storey Brand New House For Sale Formanites Housing Scheme Lahore,Formanites Housing Scheme,10.0,32000000.0,3200000.0,32.00 Lakh,4,5,2025-07-26
5 Beds 10 Marla Brand New Luxury House For Sale In Block E Formanites Housing Scheme Lahore,Formanites Housing Scheme,10.0,35000000.0,3500000.0,35.00 Lakh,5,6,2025-07-26
3 Beds 3 Marla Brand New Luxury House For Sale In Formanites Housing Scheme Lahore,Formanites Housing Scheme,3.0,12000000.0,4000000.0,40.00 Lakh,3,4,2025-07-26
10 Marla Brand New House Available For Sale In Bismillah Housing Scheme Phase 1 G-T Road Manawan Lahore Full Furnishes Exertive Location A+ Condition,Bismillah Housing Scheme - Abu Bakar Block,10.0,45000000.0,4500000.0,45.00 Lakh,6,6,
Affordable House Available For Sale In DHA Phase 5,DHA Phase 5,10.0,49000000.0,4900000.0,49.00 Lakh,4,5,
10 Marla House For Sale In Paragon City Lahore,Paragon City,10.0,47500000.0,4750000.0,47.50 Lakh,5,6,2025-07-29
One Kanal Beautiful Modern Luxury House Available For Sale,DHA Phase 6,20.0,87000000.0,4350000.0,43.50 Lakh,5,6,2025-07-26
100% Original Pictures 20 Marla Ultra Modern Design Bungalow For Sale,DHA Phase 7,20.0,76000000.0,3800000.0,38.00 Lakh,5,6,2025-07-29
6 Marla House For Sale In Paragon City Lahore,Paragon City,6.0,21500000.0,3583333.3333333335,35.83 Lakh,3,4,2025-07-29
5 MARLA BRAND NEW LUXURY HOUSE IS AVAILABLE FOR SALE IN DHA PHASE 9 TOWN,DHA 9 Town,5.0,27000000.0,5400000.0,54.00 Lakh,3,4,2025-07-25
5 MARLA BRAND NEW LUXURY HOUSE IS AVAILABLE FOR SALE IN DHA PHASE 9 TOWN,DHA 9 Town,5.0,25000000.0,5000000.0,50.00 Lakh,3,4,2025-07-25
5 MARLA BRAND NEW FURNISHED LUXURY HOUSE IS AVAILABLE FOR SALE IN DHA PHASE 9 TOWN,DHA 9 Town,5.0,35000000.0,7000000.0,70.00 Lakh,3,4,2025-07-25
3 Marla Beautiful House For Sale,Ichhra,3.0,13500000.0,4500000.0,45.00 Lakh,5,4,2025-07-25
1 KANAL MODREN STYLE FULL BASMENT 6 BED HOUSE FOR SALE IN DHA PHASE 6 A BLOCK,DHA Phase 6 - Block A,20.0,82500000.0,4125000.0,41.25 Lakh,5,7,2025-07-25
1 KANAL FURNISHED HOUSE WITH BASEMENT FOR SALE IN DHA PHASE 6 LAHORE,DHA Phase 6,20.0,91000000.0,4550000.0,45.50 Lakh,5,6,2025-07-25
IDEL LOCATION FOR INVESTMENT 1 KANAL HOUSE AVAILABLE FOR SALE IN DHA PHASE 6 LAHORE.,DHA Phase 6,20.0,94000000.0,4700000.0,47.00 Lakh,5,6,2025-07-26
ULTRA MODERN 5 MARLA HOUSE FOR SALE IN DHA 9 TOWN,DHA 9 Town,5.0,22500000.0,4500000.0,45.00 Lakh,3,3,2025-07-25
DHA PHASE 5 SUPER HOT LOCATION 1KANAL MODERN HOUSE FOR SALE,DHA Phase 5,20.0,80000000.0,4000000.0,40.00 Lakh,5,6,2025-07-25
20 MARLA HOUSE FOR SALE IN DHA PHASE 6,DHA Phase 6 - Block G,20.0,81500000.0,4075000.0,40.75 Lakh,5,6,2025-07-25
1 Kanal HOSE FORE SALE IN PHASE 6 H BLOCK Top Quality Build Luxurious Beautiful SPENISH Design Villa With Basement For Sale In DHA Lahore Phase 6 Prime LOCATION,DHA Phase 6 - Block H,20.0,80000000.0,4000000.0,40.00 Lakh,6,7,2025-07-25
01 KANAL GRACEFUL & LUMINOUS BUNGALOW FOR SALE IN DHA PHASE 6 Lahore,DHA Phase 6,20.0,79900000.0,3995000.0,39.95 Lakh,5,6,2025-07-25
5marla Double Storey In Al Hamed Colony Opposite Neelam Block Iqbal Town Lahore,Allama Iqbal Town - Neelam Block,5.0,16500000.0,3300000.0,33.00 Lakh,3,3,
5 Marla Beautiful House For Sale,Wapda Town,5.0,22500000.0,4500000.0,45.00 Lakh,3,4,2025-07-26
4 Marla Double Story Vvip House For Sale,Thokar Niaz Baig,4.0,11000000.0,2750000.0,27.50 Lakh,-,-,
1 Kanal Vip Double Storey House For Sale,Marghzar Officers Colony - Block G,20.0,51000000.0,2550000.0,25.50 Lakh,5,6,
10 Marla Corner Vvip Double Story House With Solar System Fully,Marghzar Officers Colony,10.0,42500000.0,4250000.0,42.50 Lakh,5,5,
14 Marla House For Sale In G4,Johar Town,14.0,40000000.0,2857142.8571428573,28.57 Lakh,8,6,
3 Marla Double Storey Brand New Modern House For Sale On 30 Feet Road In Al Hafeez Phase 5,Al Hafeez Garden - Phase 5,3.0,14500000.0,4833333.333333333,48.33 Lakh,3,4,2025-07-27
"10 Marla Modern Style House For Sale With Basement Orchard 1 Block, Paragon City",Paragon City - Orchard 1 Block,10.0,41000000.0,4100000.0,41.00 Lakh,4,5,2025-07-25
"Luxury 2 Kanal Villa with Golf Course View Available For Sale""",Defence Raya,40.0,380000000.0,9500000.0,95.00 Lakh,6,7,2025-07-25
10 MARLA PRIME LOCATION HOUSE FOR SALE,Wapda Town Phase 1 - Block F2,10.0,40000000.0,4000000.0,40.00 Lakh,5,6,2025-07-27
5 Marla Out Class Stylish Luxury Bungalow For Sale In Dha Phase 9 Town,DHA 9 Town,5.0,21000000.0,4200000.0,42.00 Lakh,3,4,2025-07-25
01 Kanal Beautiful Hot Location House For Sale In DHA Phase 03,DHA Phase 3,20.0,62500000.0,3125000.0,31.25 Lakh,5,6,2025-07-27
01 Kanal Beautiful Hot Location House For Sale In DHA Phase 3,DHA Phase 3,20.0,69000000.0,3450000.0,34.50 Lakh,5,6,2025-07-27
10 Marla Beautiful House For Sale In Punjab Cooperative Housing Society Prime Location,Punjab Coop Housing Society,10.0,42500000.0,4250000.0,42.50 Lakh,4,5,2025-07-24
3 Marla Triple Story Brand New In Al Hamed Colony Opp Neelam Block Iqbal Town Lahore,Allama Iqbal Town - Neelam Block,3.0,18500000.0,6166666.666666667,61.67 Lakh,4,4,2025-07-24
5 MARLA BEAUTIFUL DOUBLE STOREY HALF GRAY STRUCTURE FOR SALE IN VENUS HOUSING SOCIETY,Venus Housing Scheme,5.0,16000000.0,3200000.0,32.00 Lakh,3,4,2025-07-29
5 Marla Brand New Modern House,DHA 11 Rahbar Phase 2,5.0,24500000.0,4900000.0,49.00 Lakh,4,4,2025-07-23
LUXURY 1 KANAL BRAND NEW HOUSE AVAILABE FOR SALE IN DHA PHASE 7 LAHORE.,DHA Phase 7,20.0,97000000.0,4850000.0,48.50 Lakh,5,6,2025-07-29
BEAUTIFUL 1 KANAL FULLY FURNISHED HOUSE FOR SALE IN GHOURI BLOCK SECTOR B BAHRIA TOWN LAHORE,Bahria Town - Ghouri Block,20.0,77000000.0,3850000.0,38.50 Lakh,5,6,2025-07-27
6 Marla House For Sale In Paragon City Lahore,Paragon City,6.0,18500000.0,3083333.3333333335,30.83 Lakh,3,4,2025-07-29
8 MARLA FACING ZOO HOUSE FOR SALE IN SAFARI VILLAS SECTOR B BAHRIA TOWN LAHORE,Bahria Town - Safari Villas,8.0,17000000.0,2125000.0,21.25 Lakh,3,3,2025-07-29
5 Marla House For Sale In Paragon City Lahore,Paragon City,5.0,23000000.0,4600000.0,46.00 Lakh,3,4,2025-07-29
4 Marla House For Sale In Paragon City Lahore,Paragon City,4.0,16000000.0,4000000.0,40.00 Lakh,3,4,2025-07-29
10 Marla House For Sale In Paragon City Lahore,Paragon City,10.0,52000000.0,5200000.0,52.00 Lakh,5,6,2025-07-29
With Basement 4 Beds 10 Marla House for Sale in Ex Air Avenue DHA Phase 8 Airport road Lahore.,DHA Phase 8 - Ex Air Avenue,10.0,45000000.0,4500000.0,45.00 Lakh,4,5,2025-07-24
Centrally Located House In Paragon City - Woods Block Is Available For sale,Paragon City - Woods Block,10.0,40000000.0,4000000.0,40.00 Lakh,4,5,
Jinah Block Builder Location Gray Structure Available For Sale,Bahria Town - Jinnah Block,5.0,19000000.0,3800000.0,38.00 Lakh,3,4,2025-07-25
10 Marla New Type House For Sale In Punjab Society Phase 2,PGECHS Phase 2 - Block C,10.0,31500000.0,3150000.0,31.50 Lakh,5,5,2025-07-25
6 Marla Tile Floor Double Story House Urgent For Sale,Nasheman-e-Iqbal Phase 2,6.0,21500000.0,3583333.3333333335,35.83 Lakh,3,4,2025-07-25
3 Marla Most Luxury House For Sale In Bismillah Housing Scheme,Bismillah Housing Scheme,3.0,12500000.0,4166666.6666666665,41.67 Lakh,3,4,2025-07-25
2-Kanal House for Sale,DHA Phase 5 - Block G,40.0,220000000.0,5500000.0,55.00 Lakh,10,-,2025-07-27
10 Marla Villa With Extra Land,Defence Raya,14.0,57000000.0,4071428.5714285714,40.71 Lakh,4,5,2025-07-29
4 Marla Double Storey Furnished House For Sale,Canal Bank Housing Scheme,4.0,14000000.0,3500000.0,35.00 Lakh,3,4,2025-07-24
5 Marla Beautiful House For Sale At Prime Location,DHA Phase 6 - Block D,5.0,23000000.0,4600000.0,46.00 Lakh,3,5,2025-07-24
5 MARLA BRAND NEW HOUSE FOR SALE IN BLOCK F,Jubilee Town,5.0,22000000.0,4400000.0,44.00 Lakh,5,6,2025-07-24
3-Marla Triple Storey House Available For Sale,Marghzar Officers Colony,3.0,12500000.0,4166666.6666666665,41.67 Lakh,4,4,2025-07-24
5 MARLA BRAND NEW HOUSE FOR SALE IN HOT LOCATION,Jubilee Town,5.0,21200000.0,4240000.0,42.40 Lakh,5,6,2025-07-24
House Of 7 Marla Is Available In Contemporary Neighborhood Of Mohlanwal Scheme,Mohlanwal Scheme,7.0,19500000.0,2785714.285714286,27.86 Lakh,5,6,2025-07-23
OWNER BUILD 10 MARLA HOUSE FOR SALE,Ali Park,10.0,26500000.0,2650000.0,26.50 Lakh,2,2,2025-07-23
Beautiful Altra Modern Design House,Central Park Housing Scheme,5.0,20000000.0,4000000.0,40.00 Lakh,3,4,2025-07-23
Highly-Desirable House Available In Ghalib Market For sale,Ghalib Market,10.0,50000000.0,5000000.0,50.00 Lakh,4,4,2025-07-23
Beafutifu House for sale DHA Phase 7 U block,DHA Phase 7 - Block U,20.0,107500000.0,5375000.0,53.75 Lakh,-,-,2025-07-23
Fully Renovation House Available For Sale In Askari 11 Sec-A Lahore,Askari 11,11.0,52000000.0,4727272.7272727275,47.27 Lakh,5,5,2025-07-23
05 Marla Beautiful House For Sale In B Block,Al Jalil Garden,5.0,15500000.0,3100000.0,31.00 Lakh,-,-,
1.5 Marla Double Storey Beautiful Designed House For Sale,Fateh Garh,1.5,6500000.0,4333333.333333333,43.33 Lakh,2,2,
BEST LOCATION FOR YOUR HOME,Paragon City - Orchard 1 Block,4.0,17500000.0,4375000.0,43.75 Lakh,4,4,
"5 MARLA FACING MODEL TOWN , HOUSE FOR SALE",Garden Town - Sher Shah Block,5.0,32500000.0,6500000.0,65.00 Lakh,3,3,
7 Marla Single Story House For Sale,Awan Town - Ali Block,7.0,17000000.0,2428571.4285714286,24.29 Lakh,2,3,
5 MARLAS HOUSE FOR SALE BLOCK K,Al Rehman Garden Phase 2,5.0,19500000.0,3900000.0,39.00 Lakh,4,5,
3.5 Marla Double Storey House Brand New Home Ideal And Hot Location Carpet Road Water Electricity Available Near Canal Road Near Sozo Water Park,Al Hafeez Garden - Phase 5,3.5,15000000.0,4285714.285714285,42.86 Lakh,3,4,
7.33 Marla Safari Villas Sarena Bahria Town For Sale,Bahria Town - Safari Villas,7.3,20800000.0,2849315.0684931506,28.49 Lakh,3,4,2025-07-27
10 Marla House In Dha Phase 5 avaliable for sale,DHA Phase 5,10.0,75000000.0,7500000.0,75.00 Lakh,6,6,
10 Marla Brand New Beautiful Bungalow Up For Sale In Dha Rahbar Phase 1 Block D,DHA 11 Rahbar Phase 1 - Block D,10.0,46500000.0,4650000.0,46.50 Lakh,4,5,2025-07-27
A Luxury Home Modern Design,DHA Phase 7 - Block U,20.0,90000000.0,4500000.0,45.00 Lakh,5,6,2025-07-26
16 Marla Corner House For Sale In A Block Canal View Lahore,Canal View Block A,16.0,65000000.0,4062500.0,40.62 Lakh,6,6,
One Kanal Corner Used Modern Design Most Beautiful Bungalow For Sale At Prime Location Of DHA Lahore Near To Park &Amp; Commercial Market.,DHA Phase 1 - Block D,20.0,68500000.0,3425000.0,34.25 Lakh,5,6,2025-07-25
One Kanal Brand New Luxury Ultra-Modern Design Most Beautiful Fully Furnished Bungalow 2 Servant Quarter In Basement For Sale At Prime Location Of DHA Lahore Near To Park Masjid &  Defence Raya  Fairways Commercial,DHA Phase 6 - Block L,20.0,161000000.0,8050000.0,80.50 Lakh,5,6,2025-07-25
One Kanal Corner Brand New Luxury Ultra-Modern Design Most Beautiful Full Basement Bungalow For Sale At Prime Location Of DHA Lahore Near To Park masjid & Commercial Market.,DHA Phase 4 - Block FF,20.0,140000000.0,7000000.0,70.00 Lakh,6,7,2025-07-25
1 KANAL FURNISHED HOUSE WITH BASEMENT FOR SALE IN DHA PHASE 6 LAHORE,DHA Phase 6,20.0,90000000.0,4500000.0,45.00 Lakh,5,6,2025-07-29
6.5 Marla Owner Build Double Story House For Sale In Johar Town Phase 1,Johar Town Phase 1 - Block G,6.5,29500000.0,4538461.538461538,45.38 Lakh,4,6,2025-07-25
One Kanal Brand New Luxury Ultra-Modern Design Most Beautiful Fully Furnished Bungalow 2 Servant Quarter In Basement For Sale At Prime Location Of DHA Lahore Near To Park Masjid & DHA Raya Fairways Commercial.,DHA Phase 6 - Block M,20.0,155000000.0,7750000.0,77.50 Lakh,5,6,2025-07-25
10 MARLA BRAND NEW LUXURY HOUSE FOR SALE,Bahria Town - Sector C,10.0,35000000.0,3500000.0,35.00 Lakh,5,6,
5 MARLA LUXURY CORNER DOUBLE STORY HOUSE FOR SALE ON MAIN BOULEVARD FACING PARK,Rehan Garden,5.0,11500000.0,2300000.0,23.00 Lakh,5,5,
5 Marla Almost Brand New House For Sale In Gulshan E Lahore,Wapda Town Phase 1,5.0,19500000.0,3900000.0,39.00 Lakh,5,6,
1 Kanal House is Available For Sale in Model Town,Model Town,20.0,90000000.0,4500000.0,45.00 Lakh,4,4,
12 Marla Corner House For Sale In Sector E Bahria Town Lahore Brand New House,Bahria Town - Sector E,12.0,30000000.0,2500000.0,25.00 Lakh,5,6,
5 Marla Brand New House For Sale Paragon City,Paragon City,5.0,25000000.0,5000000.0,50.00 Lakh,3,4,
Paragon City 5 Marla House For Sale In Imperial 2 Near Park Comm Masjid School New House,Paragon City - Imperial 2 Block,5.0,19000000.0,3800000.0,38.00 Lakh,3,4,
5 MARLA Brand New House for Sale in Block C Bahria Orchard phase 2,Bahria Orchard Phase 2,5.0,18000000.0,3600000.0,36.00 Lakh,3,4,2025-07-26
House For Sale in Green Town,Green Town Sector D2 - Block 4,5.0,19800000.0,3960000.0,39.60 Lakh,5,6,
Top Of The Line 10 Marla Brand New Ultra Modern House A++ Material For Sale,Beacon House Society,10.0,32500000.0,3250000.0,32.50 Lakh,6,6,
10 Marla Beautiful House For Sale Alama Iqbal Town Lahore,Allama Iqbal Town,10.0,41500000.0,4150000.0,41.50 Lakh,5,5,
7 Marla Solid House Urgent For Sale,Taj Bagh Phase 3,7.0,25000000.0,3571428.5714285714,35.71 Lakh,5,6,2025-07-25
1 Kanal Tile Flooring New House For Sale,PCSIR Staff Colony,17.0,41000000.0,2411764.705882353,24.12 Lakh,5,6,2025-07-25
10 Marla Brand New House Corner + Facing Park Nasheman Iqbal Phase 2 College Road Lahore,Nasheman-e-Iqbal Phase 2,10.0,34000000.0,3400000.0,34.00 Lakh,-,-,2025-07-25
2 Marla beautiful Brand New House For Sale in Al Madeena Welfare Society Near IEP Town College Road Lahore,IEP Engineers Town - Block C2,2.0,7500000.0,3750000.0,37.50 Lakh,3,4,2025-07-25
BRAND NEW HOUSE 8 MARLA AVAILABLE FOR SALE IN PHASE ONE BAHRIA ORCHARD LAHORE,Bahria Orchard,8.0,26500000.0,3312500.0,33.12 Lakh,5,6,2025-07-25
DHA LAHORE PHASE 6 ONE KANAL HOUSE NEAR DOLMEN MALL,DHA Phase 6 - Block A,20.0,81400000.0,4070000.0,40.70 Lakh,5,6,2025-07-29
HALF BASEMENT ONE KANAL SPANISH VILLA GRAND DOUBLE HIGHT LOBBY,DHA Phase 6,20.0,82400000.0,4120000.0,41.20 Lakh,5,6,2025-07-24
10 MARLA BRAND NEW FULL BASMENT HOUSE TOP LOCTION NEAR TO PARK NEAR TO DEFANCE RAYA,DHA Phase 6,10.0,53000000.0,5300000.0,53.00 Lakh,6,6,2025-07-24
Luxrious Victorian Bungalow Near Raya Available For Sale In Reasonable Price,DHA Phase 6,20.0,85000000.0,4250000.0,42.50 Lakh,5,6,2025-07-24
"1 Kanal Moshin Design, Modern Bungalow For Sale At Ideal Location Of Phase 6",DHA Phase 6,20.0,82500000.0,4125000.0,41.25 Lakh,5,6,2025-07-28
1 Kanal Modern Design House Is For Sale In Phase 6 Dha Lahore,DHA Phase 6,20.0,79200000.0,3960000.0,39.60 Lakh,5,6,2025-07-24
1 KANAL SLIGHTLY USED ULTRA MODERN BUNGALOW WITH SWIMMING POOL FOR SALE IN LOW PRICE NEAR TO PARK,DHA Phase 2 - Block S,20.0,84500000.0,4225000.0,42.25 Lakh,5,7,2025-07-24
5 Marla Brand New Single Story House for Sale in P Block,Khayaban-e-Amin - Block P,5.0,8500000.0,1700000.0,17.00 Lakh,2,2,
3-Marla Brand New House Available For Sale In New Lahore City Phase-2,New Lahore City - Phase 2,3.0,9500000.0,3166666.6666666665,31.67 Lakh,3,3,2025-07-27
1 KANAL OWNER BUILD HOUSE BY GREAT DESIGNER IN DHA PHASE 3,DHA Phase 3,20.0,55599999.99999999,2779999.9999999995,27.80 Lakh,5,5,
5 Marla Brand New Full House For Sale In Park View City Lahore Starting Blocks,Park View City,5.0,22000000.0,4400000.0,44.00 Lakh,4,4,
1KANAL PLOT ETIHAD TOWN P3 ON 3 YEARS EASY INSTALLMENT,Etihad Town Phase 3,20.0,16500000.0,825000.0,8.25 Lakh,-,-,
"2 Kanal New House For Sale In Wapda Town Phase 1, Lahore",Wapda Town Phase 1,40.0,128000000.0,3200000.0,32.00 Lakh,7,7,
10 Marla House Slightly Osa Bahria Town Lahore For Sale,Bahria Town - Overseas A,10.0,33500000.0,3350000.0,33.50 Lakh,5,6,2025-07-27
2 Kanal Double Story House is Available For Sale,Model Town,40.0,170000000.0,4250000.0,42.50 Lakh,5,5,
5 Marla 2 Year Old House For Sale In Formanites Housing Society Lahore Near DHA Phase 5 And Ring Road Main 80 Feat Road No Gas Meter Available Direct Owner Deal,Formanites Housing Scheme,5.0,15000000.0,3000000.0,30.00 Lakh,3,3,2025-07-27
Brand New 10 Marla House Available For Sale In Wapda Town Phase 1,Wapda Town Phase 1,10.0,46000000.0,4600000.0,46.00 Lakh,5,6,
10 MARLA 4 BEDROOM HOUSE AVAILABLE FOR SALE,Askari 10,10.0,54500000.0,5450000.0,54.50 Lakh,4,5,
A FIVE MARLA GREY STRUCTURE WITH MODERN ELEVATION AVAILABLE IN BAHRIA ORCHARD PHASE 2 NEAR PARK MOSQUE AND MARKET,Bahria Orchard Phase 2,5.0,10800000.0,2160000.0,21.60 Lakh,3,4,
Old House For Sale,Model Town - Block R,6.0,28000000.0,4666666.666666667,46.67 Lakh,4,4,
10 Marla House For Sale In Main Boulevards Defence Road Opposite Adil Hospital,Defence Chowk,10.0,25000000.0,2500000.0,25.00 Lakh,3,3,2025-07-26
"5 Marla Modern Style House For Sale Orchard 1 Block, Paragon City",Paragon City - Orchard 1 Block,5.0,20500000.0,4100000.0,41.00 Lakh,3,3,2025-07-25
"NEW HOUSE 8 MARLA AVAILABLE FOR SALE, SOLAR SYSTEM WITH NET METERING INSTALLED",Bahria Orchard,8.0,28000000.0,3500000.0,35.00 Lakh,5,6,2025-07-25
5 Marla House Investor Rate Low Price In Bahria Town Lahore Sector D BB block,Bahria Town - Sector C,5.0,19000000.0,3800000.0,38.00 Lakh,-,-,2025-07-28
