Title,Society,Area_marla,Price_clean,Price_per_marla,Price_per_marla_formatted,Bedrooms,Bathrooms,Date_Posted_clean
Kanal Basement House DHA phase 7 T Block,DHA Phase 7 - Block U,20.0,78000000.0,3900000.0,39.00 Lakh,5,6,2025-07-22
5 Marla House On 3-Year Installment Plan,Central Park - Block BB,5.0,22000000.0,4400000.0,44.00 Lakh,-,4,2025-07-25
ONE KANAL BEAUTIFUL MODERN BUNGALOW AVAILABLE FOR SALE IN DHA PHASE 6 LAHORE,DHA Phase 6 - Block D,20.0,75000000.0,3750000.0,37.50 Lakh,5,6,2025-07-24
Elegant 1 Kanal Luxury Villa With Basement For Sale In Defense Raya Serene Living At Its Finest,Defence Raya,20.0,119000000.0,5950000.0,59.50 Lakh,5,7,2025-07-24
01 Kanal Proper Double Unit House With Solid Construction For Sale In DHA Phase 04 FF Block,DHA Phase 4 - Block FF,20.0,62000000.0,3100000.0,31.00 Lakh,5,6,2025-07-24
01 Kanal Basement House For Sale In DHA Phase 03 Block Y,DHA Phase 3 - Block Y,20.0,77500000.0,3875000.0,38.75 Lakh,7,6,2025-07-27
01 Kanal Old Single Story House For Sale In DHA Phase 01,DHA Phase 1,20.0,51000000.0,2550000.0,25.50 Lakh,2,3,2025-07-24
01 Kanal Beautiful House For Sale In DHA Phase 01,DHA Phase 1,20.0,67000000.0,3350000.0,33.50 Lakh,5,6,2025-07-27
5 MARLA HOUSE FOR SALE IN DHA RAHBER PHASE 11,DHA 11 Rahbar Phase 2,5.0,27000000.0,5400000.0,54.00 Lakh,3,4,2025-07-24
10 Marla House In Bahria Town - Sector C Is Available For sale,Bahria Town - Sector C,10.0,40000000.0,4000000.0,40.00 Lakh,5,5,2025-07-25
End Your Search For House Here And sale Now,Bahria Town - Sector C,5.0,18000000.0,3600000.0,36.00 Lakh,3,4,2025-07-25
Spacious House Is Available In Bahria Town - Sector C For sale,Bahria Town - Sector C,10.0,35000000.0,3500000.0,35.00 Lakh,5,5,2025-07-25
House Of 8 Marla Is Available For sale,Bahria Town - Sector C,8.0,33000000.0,4125000.0,41.25 Lakh,4,4,2025-07-25
8 Marla House Is Available In Affordable Price In Bahria Town - Sector C,Bahria Town - Sector C,8.0,32000000.0,4000000.0,40.00 Lakh,4,4,2025-07-25
Bahria Town - Sector C House Sized 5 Marla,Bahria Town - Sector C,5.0,22000000.0,4400000.0,44.00 Lakh,3,4,2025-07-25
Prominently-Located 5 Marla House Available In Bahria Town - Sector C,Bahria Town - Sector C,5.0,20000000.0,4000000.0,40.00 Lakh,3,4,2025-07-25
15 Marla Luxury Brand New 5 Bedroom Brig House Available For Sale In Askari 10 sector S Lahore Cantt,Askari 10 - Sector S,15.0,84500000.0,5633333.333333333,56.33 Lakh,5,6,
5 MARLA BRAND NEW WELL DESIGNED BUNGALOW AVAILABLE FOR SALE IN DHA PHASE 6 E EXTENTION,DHA PhaseÂ 6 - Block E Extension,5.0,24000000.0,4800000.0,48.00 Lakh,3,4,
Get Your Hands On House In Lahore Best Area,Askari 11,10.0,55000000.0,5500000.0,55.00 Lakh,4,5,2025-07-27
2.5 Marla Double Storey House Ideal Location Ashiyana Road Near Combined Factory Lahore,Ferozepur Road,2.5,6200000.0,2480000.0,24.80 Lakh,3,3,
1 Kanal Super Luxurious House For Sale In DHA Phase 6 Lahore,DHA Phase 6,20.0,120000000.0,6000000.0,60.00 Lakh,5,6,
12 Marla Double Storey House For Sale Paragon City Lahore -  Rejected,Paragon City,12.0,45000000.0,3750000.0,37.50 Lakh,5,6,2025-07-23
A Luxury And Modern Design House,DHA Phase 6 - Block N,20.0,109000000.0,5450000.0,54.50 Lakh,5,6,2025-07-27
20 Marla House In Beautiful Location Of DHA Phase 6 In Lahore,DHA Phase 6,20.0,150000000.0,7500000.0,75.00 Lakh,5,6,2025-07-25
3.5 Marla Brand new Double storey house for sale in Al Ahmad Garden housing society,Al-Ahmad Garden Housing Scheme,3.6,12500000.0,3472222.222222222,34.72 Lakh,3,3,
5 MARLA USED HOUSE FOR SALE,Bahria Town - Block BB,5.0,23800000.0,4760000.0,47.60 Lakh,3,5,
Beautiful House For Sale -EME SOCIETY-,EME Society,20.0,130000000.0,6500000.0,65.00 Lakh,4,6,
Unity Offers 2 Kanal Elegant And Fully Maintained Super Hot Located Bungalow Is Available In The Best Block Of DHA Phase 3 Block W Lahore.,DHA Phase 3 - Block W,40.0,179899999.99999997,4497499.999999999,44.97 Lakh,6,7,
"Ultra-Modern Designer House for Sale DHA Phase 6, Lahore Prime Location | 1 Kanal |",DHA Phase 6,20.0,130000000.0,6500000.0,65.00 Lakh,5,6,
1 Kanal Modern A+ Construction House For Sale In DHA Phase 7 Prime Block,DHA Phase 7,20.0,95000000.0,4750000.0,47.50 Lakh,5,6,
4 Kanal Beautifully Designed House For Sale In Cavalry Ground Lahore,Cavalry Ground,80.0,230000000.0,2875000.0,28.75 Lakh,5,6,
10 Marla Brand New House For Sale In Overseas B Bahria Town Lahore,Bahria Town - Overseas B,10.0,35000000.0,3500000.0,35.00 Lakh,5,6,2025-07-24
6 Marla Owner Build House For Sale,Royal Residencia,6.0,14500000.0,2416666.6666666665,24.17 Lakh,3,4,2025-07-24
3 Marla Spanish Brand New HOUSE For Sale,IEP Engineers Town - Block C3,3.0,11500000.0,3833333.3333333335,38.33 Lakh,3,3,2025-07-24
05 Marla Brand New House C Block DHA 9 TOWN,DHA 9 Town - Block C,5.0,30000000.0,6000000.0,60.00 Lakh,3,4,2025-07-23
4 Marla House For Sale F Block Near Park,Al Rehman Garden Phase 2,4.0,12500000.0,3125000.0,31.25 Lakh,3,5,2025-07-22
1 Kanal Adorable Bungalow On Top Location For Sale In DHA Phase 7 Lahore,DHA Phase 7 - Block U,20.0,72500000.0,3625000.0,36.25 Lakh,5,6,2025-07-27
12 Marla Used House In Military Account Housing Society,Military Accounts Housing Society,12.0,34000000.0,2833333.3333333335,28.33 Lakh,6,6,
1 KANAL DESIGNER HOUSE FOR SALE IN OVERSEAS A BLOCK BAHRIA TOWN LAHORE,Bahria Town - Overseas A,20.0,100000000.0,5000000.0,50.00 Lakh,5,6,
10 Marla Modern Design Villa For Sale Near Airport,DHA Phase 8,10.0,39000000.0,3900000.0,39.00 Lakh,4,5,
Brand New 5 Marla House For Sale In C Block Bahria Orchard Lahore,Low Cost - Block C,5.0,18500000.0,3700000.0,37.00 Lakh,3,3,
Gass Installed 5 Marla Model House For Sale In Lake City Raiwind Road Lahore,Lake City,5.0,18500000.0,3700000.0,37.00 Lakh,3,2,
10 Marla Spanish House For Sale In Jubilee Town B Block,Jubilee Town - Block B,10.0,29500000.0,2950000.0,29.50 Lakh,5,6,
2 KANAL BRAND NEW LUXURY SPANISH HOUSE AVAILABLE FOR SALE IN DHA PHASE 7,DHA Phase 7 - Block T,40.0,450000000.0,11250000.0,1.12 Cr,6,7,
1 Kanal Brand New House For Sale In Dha Phase 3,DHA Phase 3 - Block X,20.0,104500000.0,5225000.0,52.25 Lakh,5,6,2025-07-25
A 10 Marla House Is Up For Grabs In Punjab Coop Housing Society,Punjab Coop Housing Society,5.0,23500000.0,4700000.0,47.00 Lakh,3,5,2025-07-25
32 Marla Brand New House For Sale Abid Majeed Road Cantt,Abid Majeed Road,32.0,280000000.0,8750000.0,87.50 Lakh,3,4,2025-07-25
Fully Furnished 2 Kanal Adorable Bungalow On Top Location For Sale In DHA Raya Phase 6 Lahore,Defence Raya,40.0,350000000.0,8750000.0,87.50 Lakh,-,6,2025-07-27
10 Marla House for Sale Punjab society Prime Location,Punjab Coop Housing Society,10.0,37000000.0,3700000.0,37.00 Lakh,5,5,2025-07-27
5 Marla House In Park View City,Park View City,5.0,17000000.0,3400000.0,34.00 Lakh,4,5,2025-07-26
Brand New 5 Marla House For Sale In Punjab Cooperative Housing Society,Punjab Coop Housing - Block D,5.0,26000000.0,5200000.0,52.00 Lakh,3,4,2025-07-24
KANAL ULTRA MODERN HOUSE FOR SALE HOT LOCATION LAKE CITY,Lake City,20.0,93000000.0,4650000.0,46.50 Lakh,6,6,2025-07-26
5 Marla Brand New House Available For Sale In Platinum Block Near To Park Masjid And Main Market A Plus Grade Material Owner Build House. . . . . . .,Park View City - Platinum Block,5.0,16500000.0,3300000.0,33.00 Lakh,4,4,
A BEAUTIFUL 1 KANAL HOUSE FOR SALE IN TULIP BLOCK BAHRIA TOWN LAHORE,Bahria Town - Tulip Block,20.0,60000000.0,3000000.0,30.00 Lakh,5,6,
5 Marla Brand New House Near Emporium Mall Solid Construction Gated Area Near Park Market And Mosque,Johar Town Phase 2,5.0,33500000.0,6700000.0,67.00 Lakh,5,6,2025-07-27
10 Marla House In Central LDA Avenue - Block J For sale,LDA Avenue - Block J,10.0,41000000.0,4100000.0,41.00 Lakh,7,6,
Unoccupied House Of 10 Marla Is Available For Sale In LDA Avenue,LDA Avenue - Block J,10.0,38000000.0,3800000.0,38.00 Lakh,6,6,
5 Marla House For Sale,Al-Ahmad Garden Housing Scheme,5.0,17000000.0,3400000.0,34.00 Lakh,5,5,2025-07-25
"""Stunning 1 Kanal Brand new Villa Available For Sale """,Defence Raya,20.0,130000000.0,6500000.0,65.00 Lakh,5,6,2025-07-25
A Stunning House Is Up For Grabs In PCSIR Staff Colony PCSIR Staff Colony,PCSIR Staff Colony,20.0,39000000.0,1950000.0,19.50 Lakh,5,6,2025-07-24
"Style, Space & Serenity | Beautifully Designed Furnished 1-Kanal DHA Phase 6 Home with Basement, Luxury Baths & Kitchens Easy Deal by Emarat Developers",DHA Phase 6,20.0,80000000.0,4000000.0,40.00 Lakh,5,6,2025-07-27
"Live Exceptionally in DHA Phase 7 Lovingly Maintained 10-Marla Home Boasting Premium Features Including 4 Master Beds, Attached Modern Baths, Servant Quarter, and Dual Company Kitchens Easy & Secure Deal by Emarat Developers",DHA Phase 7,10.0,37000000.0,3700000.0,37.00 Lakh,4,5,2025-07-27
Original Pictures Unfurnished Luxury House DHA Very Hot Location Near To Park And Market,DHA 9 Town,7.0,26000000.0,3714285.714285714,37.14 Lakh,3,5,2025-07-24
5 Marla Brand New Spanish House Available For Sale In New Lahore City Phase 2 On Very Good Location Near To Park And Market And Masjid Near To Bahria Lahore,New Lahore City - Phase 2,5.0,13500000.0,2700000.0,27.00 Lakh,3,5,2025-07-24
3 MARLA MODERN HOUSE MOST BEAUTIFUL PRIME LOCATION FOR SALE IN NEW LAHORE CITY PHASE 2,New Lahore City - Phase 2,3.0,9000000.0,3000000.0,30.00 Lakh,3,4,2025-07-24
05 Marla Brand New House For Sale Available in Wapda Town Phase 1 Lahore,Wapda Town Phase 1,5.0,22000000.0,4400000.0,44.00 Lakh,4,5,2025-07-24
1 Kanal Triple Story Owner Made Hot Location House Facing Park For Sale In IEP Engineer Town Block A2,IEP Engineers Town - Block A2,20.0,40000000.0,2000000.0,20.00 Lakh,-,-,2025-07-27
10 Marla House In LDA Avenue - Block J Is Best Option,LDA Avenue - Block J,10.0,42500000.0,4250000.0,42.50 Lakh,6,6,
"5 Marla Brand New House Available For Sale In Tulip Extension Block Near To Masjid, Park, Market Etc. . . . . . .",Park View City - Tulip Extension Block,5.0,18500000.0,3700000.0,37.00 Lakh,4,5,
Wapda Town Lahore Pakistan 2 Kanal Plus Extra Land House For Sale 7 Beds Cinema Hall Swimming Pool 40 Feet Road,Wapda Town,42.0,130000000.0,3095238.095238095,30.95 Lakh,7,6,
"Hot Deal 34 Marla House In Gulberg 3, J Block At A Great Price",Gulberg 3 - Block J,34.0,115000000.0,3382352.9411764704,33.82 Lakh,5,5,
HOT LOCATION 3-KANAL HOUSE 6 BEDS WITH ATTACHED BATHS AVAILABLE FOR SALE,DHA Phase 6 - Block D,60.0,600000000.0,10000000.0,1.00 Cr,6,7,
2 KANAL DOUBLE STOREY HOUSE FOR SALE IN MODEL TOWN DBLOCK AT GREEN BELT OUTER CIRCLE,Model Town,40.0,310000000.0,7750000.0,77.50 Lakh,7,7,2025-07-24
10.88 Marla Modern Design Like A Brand New Solid Construction House For Sale In Bahria Town Lahore Sector C,Bahria Town - Sector C,10.0,45000000.0,4500000.0,45.00 Lakh,5,6,2025-07-27
2.5 Kanal Elegant House Available For Sale In A1 Block Valencia Town Lahore,Valencia - Block A1,30.0,229000000.0,7633333.333333333,76.33 Lakh,11,7,2025-07-27
Your Search For House In Lahore Ends Here,PGECHS Phase 2 - Block D,20.0,64000000.0,3200000.0,32.00 Lakh,6,6,2025-07-23
05 Marla House For Sale Available In Wapda Town Phase 1 Lahore,Wapda Town Phase 1,5.0,20000000.0,4000000.0,40.00 Lakh,4,5,2025-07-24
05 Marla Brand New House For Sale Available in Tariq Garden's Lahore,Tariq Gardens,5.0,22500000.0,4500000.0,45.00 Lakh,4,5,2025-07-24
Ideally Located House Of 10 Marla Is Available For Sale In Allama Iqbal Town,Allama Iqbal Town,10.0,37500000.0,3750000.0,37.50 Lakh,4,4,2025-07-24
05 Marla Brand New House For Sale Available in DHA Phase 11 Rahbar Lahore,DHA 11 Rahbar Phase 1,10.0,40000000.0,4000000.0,40.00 Lakh,5,6,2025-07-24
05 Marla Brand New House For Sale Available In Valencia Town Lahore,Valencia Housing Society,5.0,21000000.0,4200000.0,42.00 Lakh,4,4,2025-07-24
10 MARLA BRAND NEW INVESTER RATE LUXURY HOUSE NEAR TO EXPO CENTER JOHAR TOWN,Aitchison Society,10.0,35000000.0,3500000.0,35.00 Lakh,5,5,2025-07-25
Want To Buy A House In Lahore,DHA Phase 8 - Ex Park View,20.0,170000000.0,8500000.0,85.00 Lakh,5,6,
USAMAN BLOCK MODREN DESIGN /3 MARLA RESIDENTIAL HOUSE /FOR SALE IN AL-KABIR TOWN PHASE 2. .,Al-Kabir Phase 2 - Usman Block,3.0,11500000.0,3833333.3333333335,38.33 Lakh,3,4,
1 Kanal House In Lake City Meadows Phase 1 For Sale At Good Location,Lake City Meadows Phase 1,20.0,82500000.0,4125000.0,41.25 Lakh,5,6,
A Prime Location 10 Marla House Has Landed On Market In Formanites Housing Scheme Of Formanites Housing Scheme,Formanites Housing Scheme,10.0,25000000.0,2500000.0,25.00 Lakh,3,4,
1 Kanal Residential House With Gas For Sale In Jasmine Block Sector C Bahria Town Lahore,Bahria Town - Jasmine Block,20.0,49800000.00000001,2490000.0000000005,24.90 Lakh,5,7,
1 Kanal Modern Design Fully Furnished Luxurious House In Prime Location Of Phase 7,DHA Phase 7 - Block T,20.0,129500000.0,6475000.0,64.75 Lakh,5,6,2025-07-23
Askari 11 4 Bedroom House,Askari 11 - Sector B,10.0,49000000.0,4900000.0,49.00 Lakh,4,4,2025-07-22
A 10 Marla House Located In Bismillah Housing Scheme Is Available For Sale,Bismillah Housing Scheme,10.0,45000000.0,4500000.0,45.00 Lakh,5,6,2025-07-22
Ideally Located House For Sale In Near Skyland Pull Main Canal Bank Road Available,Main Canal Bank Road,3.0,8700000.0,2900000.0,29.00 Lakh,5,4,2025-07-22
Slightly Used House For Sale In Bahria Town Lahore,Bahria Town - Sector C,10.0,37500000.0,3750000.0,37.50 Lakh,5,6,2025-07-22
10 MARLA 4 BEDROOMS SD HOUSE AVAILABLE FOR SALE,Askari 11 - Sector B,10.0,44500000.0,4450000.0,44.50 Lakh,4,5,2025-07-24
5 Marla Magnificent Bungalow For Sale In Top Location of Phase 6 DHA Lahore,DHA Phase 6,5.0,37000000.0,7400000.0,74.00 Lakh,3,4,2025-07-24
05 Marla Brand New House Available For Sale In Valencia Town Lahore,Valencia Housing Society,5.0,20000000.0,4000000.0,40.00 Lakh,4,4,2025-07-24
10 Marla House For Sale Allama Iqbal Town Lahore,Allama Iqbal Town,10.0,34000000.0,3400000.0,34.00 Lakh,4,4,2025-07-24
10.5 Marla Beautiful Spanish Villa For Sale In Allama Iqbal Town Lahore,Allama Iqbal Town,10.0,75000000.0,7500000.0,75.00 Lakh,5,5,2025-07-24
10 MARLA HOUSE FOR SALE BLOCK-A,Central Park Housing Scheme,10.0,42500000.0,4250000.0,42.50 Lakh,5,5,2025-07-24
Sawa 3 Marla Brand New House For Sale ( DHA MAIN BULEVOURD ),Walton Road,3.0,21000000.0,7000000.0,70.00 Lakh,3,4,2025-07-24
A Spacious 5 Marla House In Green City - Block C,Green City - Block C,5.0,28000000.0,5600000.0,56.00 Lakh,3,4,2025-07-25
House Of 10 Marla Is Available In Contemporary Neighborhood Of DHA Defence,DHA Phase 6,10.0,67500000.0,6750000.0,67.50 Lakh,4,5,2025-07-25
Affordable House For Sale In Green City,Green City,5.0,24500000.0,4900000.0,49.00 Lakh,3,4,2025-07-25
House Of 5 Marla Available In Green City - Block C,Green City - Block C,5.0,24500000.0,4900000.0,49.00 Lakh,3,4,2025-07-25
Beautifully Constructed House Is Available For sale In DHA Phase 5,DHA Phase 5,5.0,24000000.0,4800000.0,48.00 Lakh,3,4,2025-07-25
5 Marla House In Green City - Block C For sale At Good Location,Green City - Block C,5.0,24500000.0,4900000.0,49.00 Lakh,3,4,2025-07-25
5 Marla House In Bedian Road For Sale At Good Location,Bedian Road,5.0,24000000.0,4800000.0,48.00 Lakh,3,4,2025-07-25
5 Marla House For Sale In DHA Defence DHA Defence In Only Rs. 25000000,DHA Phase 2,5.0,24000000.0,4800000.0,48.00 Lakh,3,4,2025-07-25
Best Options For House Is Available For Sale In Jubilee Town,Jubilee Town,10.0,33400000.0,3340000.0,33.40 Lakh,6,6,
5 marla modern look house for sale in Al Rehman Garden Phase 2,Al Rehman Garden Phase 2,5.0,20900000.0,4180000.0,41.80 Lakh,4,6,
5 Marla Brand New Spanish House For Sale In Banker Avenue Co-Operative Housing Society,Bankers Avenue Cooperative Housing Society,5.0,17500000.0,3500000.0,35.00 Lakh,4,5,
"10 Marla Beautiful House for Sale in DHA EME, Lahore",EME Society,10.0,52500000.0,5250000.0,52.50 Lakh,4,5,
"1 Kanal Beautiful House for Sale in DHA EME, Lahore",DHA - EME Cottages,20.0,105000000.0,5250000.0,52.50 Lakh,5,6,
18 Marla Used Well Maintained Modern House For Sale Close To Rehmat Market,Wapda Town Phase 1,18.0,65000000.0,3611111.111111111,36.11 Lakh,5,7,2025-07-21
05- Marla Double Story Brand New Luxury House Is Available For Sale,Central Park - Block AA,5.0,17000000.0,3400000.0,34.00 Lakh,3,4,2025-07-21
Own Your Dream 5 Marla Home in 42 Monthly installment Park View City,Park View City - Diamond Block,5.0,18000000.0,3600000.0,36.00 Lakh,3,4,2025-07-21
New Lahore City Phase 2 C Block Very Good Location House Near To Commercial,New Lahore City - Phase 2,4.0,11500000.0,2875000.0,28.75 Lakh,3,4,2025-07-21
5 Marla Brand New Spanish House Available For Sale In New Lahore City Phase2 On Very Good Location Near To Park And Market And Masjid Between In The Homes On Very Ideally Location Near To Bahria Town And Ring Road On Very Reasonable Price,New Lahore City - Phase 2,5.0,14500000.0,2900000.0,29.00 Lakh,3,3,2025-07-21
20 Marla Slightly Used Modern Designed Bungalow For Sale,DHA Phase 7 - Block Q,20.0,71700000.0,3585000.0,35.85 Lakh,5,6,2025-07-24
20 MARLA 4 BEDROOMS BRIG HOUSE AVAILABLE FOR SALE,Askari 11 - Sector B,20.0,81500000.0,4075000.0,40.75 Lakh,4,5,2025-07-24
3 Years Installments Plan 5 Marla Brand New House For Sale In Park View City,Park View City,5.0,15000000.0,3000000.0,30.00 Lakh,4,5,2025-07-26
2.5 Marla New Dubble Unit House For Sale ( Shaheen Colony),Walton Road,2.5,13000000.0,5200000.0,52.00 Lakh,3,3,2025-07-24
3.5 Marla Brand New Dubble Unit House For Sale ( Near Punjab Bank),Walton Road,3.0,21500000.0,7166666.666666667,71.67 Lakh,3,3,2025-07-24
5 Marla Beautiful House For Sale Allama Iqbal Town Lahore,Allama Iqbal Town,5.0,22000000.0,4400000.0,44.00 Lakh,3,3,2025-07-24
1 Kanal Full Basement House For Sale In Phase 8 DHA,DHA Phase 8 - Ex Air Avenue,20.0,90000000.0,4500000.0,45.00 Lakh,6,6,2025-07-24
House In Alfalah Town Sized 5 Marla Is Available,Alfalah Town,5.0,24000000.0,4800000.0,48.00 Lakh,3,4,2025-07-25
Looking For A House In Punjab Small Industries Colony,Punjab Small Industries Colony,5.0,24000000.0,4800000.0,48.00 Lakh,3,4,2025-07-25
MODREN DESIGN 1 KANAL HOUSE FOR SALE IN DHA PHASE 5 LAHORE,DHA Phase 5,20.0,89000000.0,4450000.0,44.50 Lakh,5,6,2025-07-27
IDEL LOCATION FOR INVESTMENT 1 KANAL HOUSE AVAILABLE FOR SALE IN DHA PHASE 5 LAHORE.,DHA Phase 5,20.0,86000000.0,4300000.0,43.00 Lakh,5,6,2025-07-27
Hot Location 10 Marla Modern 4 Bed Luxury House For Sale DHA Phase 5,DHA Phase 5,10.0,87500000.0,8750000.0,87.50 Lakh,4,5,2025-07-27
IDEAL LOCATION 10 MARLA 4 BED HOUSE AVAILABLE FOR SALE IN DHA PHASE 7,DHA Phase 7,10.0,59000000.0,5900000.0,59.00 Lakh,4,5,2025-07-27
IDEAL LOCATION 1 KANAL 5 BED HOUSE AVAILABLE FOR SALE IN DHA PHASE 7,DHA Phase 7,20.0,97500000.0,4875000.0,48.75 Lakh,5,6,2025-07-27
MODREN DESIGN 1 KANAL HOUSE FOR SALE IN DHA PHASE 6 LAHORE,DHA Phase 6,20.0,92000000.0,4600000.0,46.00 Lakh,5,6,2025-07-27
BEAUTIFUL HOUSE FOR SALE AVAILABLE,Paragon City,5.0,18500000.0,3700000.0,37.00 Lakh,3,4,
"5 Marla Modern House For Sale Facing Park DHA 9 Town, DHA Defence, Lahore, Punjab",DHA 9 Town,5.0,22500000.0,4500000.0,45.00 Lakh,3,4,
1 KANAL BRAND NEW ULTRA MODERN DESIGN HOUSE FOR SALE IN DHA PHASE 8 EX AIR AVENUE,DHA Phase 8 - Ex Air Avenue,20.0,65000000.0,3250000.0,32.50 Lakh,5,6,
Very Low Price Owner Build Ultra Modern Bungalow Available For Sale,Lake City Meadows,20.0,59500000.0,2975000.0,29.75 Lakh,5,6,
"10 Marla Residential House For Sale In Sector C Block LDA Approved With Gas, 24/7 Security System Nearby Market, School and Mosque",Bahria Town - Sector C,10.0,28000000.0,2800000.0,28.00 Lakh,5,6,
5 Marla Luxury House For SALE,DHA Phase 5,5.0,28000000.0,5600000.0,56.00 Lakh,3,4,2025-07-21
ONE KANAL OWNER BUILD HOUSE NEAR PLAY GROUND WITH REAL PHOTOS,DHA Phase 6 - Block C,20.0,87000000.0,4350000.0,43.50 Lakh,5,7,
12 Marla Brand New House Is Available For Sale In Lake City Sector - M3A Lahore,Lake City - Sector M-3A,12.0,69000000.0,5750000.0,57.50 Lakh,6,6,
10 MARLA BRAND NEW HOUSE FOR SALE IN IEP TOWN SECTOR A,IEP Engineers Town - Sector A,10.0,27000000.0,2700000.0,27.00 Lakh,3,4,
Almost Brand New Designer House For Sale In DHA Lahore 9 Town C Block,DHA 9 Town - Block C,5.0,26000000.0,5200000.0,52.00 Lakh,3,4,
House Of 20 Marla Is Available In Contemporary Neighborhood Of Lake City Meadows,Lake City Meadows Phase 1 - Block B,20.0,72000000.0,3600000.0,36.00 Lakh,5,6,2025-07-24
"Luxurious 2 Kanal Fully Furnished Villa with Lift, Pool & Home Theater for Sale in DHA Phase 6",DHA Phase 6 - Block C,40.0,470000000.0,11750000.0,1.18 Cr,6,7,2025-07-24
3 MARLA BRAND NEW TYPE FULL HOUSE AVAILABLE FOR SALE IN GULSHAN E LAHORE NEAR WAPDA TOWN PHASE 1,Gulshan-e-Lahore,3.0,16000000.0,5333333.333333333,53.33 Lakh,3,4,2025-07-24
5 Marla Brand New Luxury House For Sale In ParkViewCity Lahore,Park View City - Jade Extension Block,5.0,20000000.0,4000000.0,40.00 Lakh,4,4,2025-07-24
"Designer House for Sale in Parkview City, Lahore",Park View City - Tulip Overseas,5.0,18500000.0,3700000.0,37.00 Lakh,4,4,2025-07-24
